day,date,base_region_1,base_region_2,base_region_3,base_region_4,base_state,now_region_1,now_region_2,now_region_3,now_region_4,now_state,now_1_p,now_2_p,now_3_p,now_4_p,now_5_p
Wed,2020-08-19,14258.0,8912.0,14996.0,14381.0,13637.0,12895.1878980892,8399.19759896171,13158.1159929701,13353.5025329281,12491.6657446808,-0.09558227675065223,-0.05754066438939531,-0.1225582826773739,-0.07144826278227523,-0.08398725931797313
Thu,2020-08-20,14535.0,9187.0,15004.0,14554.0,13789.0,13225.0,8681.0,13230.0,13534.0,12653.0,-0.0901272789817682,-0.05507782736475453,-0.11823513729672086,-0.07008382575237049,-0.08238450939154396
Fri,2020-08-21,15166.0,9598.0,15852.0,15273.0,14477.0,13660.0,8812.0,13601.0,13671.0,12946.0,-0.099301068178821,-0.08189206084600964,-0.1420010093363614,-0.10489098408956987,-0.10575395454859438
Sat,2020-08-22,12081.0,7808.0,13061.0,11977.0,11681.0,10893.0,7458.0,11248.0,11931.0,10807.0,-0.09833623044449957,-0.04482581967213117,-0.1388101983002833,-0.0038406946647741025,-0.07482236109922091
Sun,2020-08-23,10669.0,7057.0,11383.0,9808.0,10093.0,9727.0,6654.0,9579.0,9725.0,9219.0,-0.08829318586559187,-0.05710641915828252,-0.15848194676271632,-0.008462479608482898,-0.08659466957297135
Mon,2020-08-24,13462.0,8280.0,14174.0,13742.0,12910.0,12335.0,8043.0,12447.0,12630.0,11841.0,-0.08371712969841039,-0.02862318840579714,-0.12184281078030201,-0.08091980788822584,-0.08280402788536023
Tue,2020-08-25,13720.0,8711.0,14585.0,14272.0,13303.0,12299.0,8069.0,12828.0,12926.0,12097.0,-0.10357142857142854,-0.0736999196418322,-0.12046623243057941,-0.09431053811659196,-0.09065624295271746
Wed,2020-08-26,14254.0,9029.0,14861.0,14506.0,13627.0,13144.9231252395,8326.0,13015.0,13180.0,12404.4262617777,-0.07780811524908793,-0.07786022815372684,-0.1242177511607564,-0.09141045084792498,-0.08971701315199965
Thu,2020-08-27,14517.0,9045.33333333333,15098.6666666667,14501.0,13796.0,13559.0,8665.0,13221.0,13088.0,12580.6900701555,-0.06599159605979199,-0.042047464622641195,-0.12435976686683348,-0.09744155575477553,-0.08809147070487822
Fri,2020-08-28,15176.0,9476.33333333333,15623.0,15197.0,14376.3333333333,13954.0,9067.0,13789.0,13939.0,13176.0,-0.0805218766473379,-0.04319532871363718,-0.11739102605133456,-0.0827794959531486,-0.08349370493171426
Sat,2020-08-29,12303.0,7749.66666666667,13054.3333333333,12308.3333333333,11831.3333333333,10825.0,7524.66545682516,11285.3472015005,11708.8330232366,10774.8314212088,-0.12013330082093798,-0.02903366293279408,-0.1355094960932106,-0.048706863379555876,-0.08929694417009926
Sun,2020-08-30,10953.6666666667,7073.66666666667,11392.0,10213.6666666667,10284.6666666667,10129.0,6592.0,9140.0,9326.0,8949.0,-0.07528681415660188,-0.06809292681777523,-0.1976825842696629,-0.08690969615874455,-0.12986970895184058
Mon,2020-08-31,13158.0,8137.0,13819.6666666667,13182.0,12578.6666666667,12380.8549222798,8185.0,12276.0,12412.0,11728.4107263189,-0.05906255340630806,0.005898979968047113,-0.11170071637039225,-0.05841298740707024,-0.06759507687734245
Tue,2020-09-01,13734.3333333333,8606.0,14482.0,14115.6666666667,13257.3333333333,12612.0,8405.0,12732.0,12913.0,12143.0,-0.0817173506783464,-0.02335579828026957,-0.12083966302996829,-0.08520084067348555,-0.08405410841798011
Wed,2020-09-02,14233.0,8977.0,14984.6666666667,14414.0,13682.0,12897.0,8611.0,12973.0,12969.0,12339.8885611562,-0.09386636689383832,-0.040770858861535086,-0.134248342750369,-0.10024975718051898,-0.09809322020492617
Thu,2020-09-03,15013.0,9525.0,15373.0,15074.0,14203.0,13416.0,8994.0,13525.0,13768.0,12917.0,-0.10637447545460599,-0.055748031496063,-0.12021075912313794,-0.08663924638450315,-0.09054425121453213
Fri,2020-09-04,16460.0,10426.0,16103.0,16082.0,15176.0,14975.0,9846.0,14574.0,14483.0,13951.0,-0.09021871202916165,-0.05563015538077887,-0.09495125131962989,-0.09942793184927246,-0.080719557195572
Sat,2020-09-05,12271.0,8192.0,12811.0,12473.0,11819.0,11366.0,8041.0,11505.0,11932.0,11093.0,-0.07375112052807431,-0.0184326171875,-0.1019436421824994,-0.04337368716427481,-0.06142651662577203
Sun,2020-09-06,10426.0,7073.0,11102.0,10498.0,10120.0,9592.0,6703.0,9460.0,9729.0,9156.0,-0.07999232687511992,-0.05231160752156083,-0.14790127904882,-0.07325204800914464,-0.09525691699604744
Mon,2020-09-07,11378.0,7436.0,10964.0,9962.0,10177.0,10631.0,7351.0,9752.0,9678.0,9535.0,-0.06565301458955874,-0.011430876815492153,-0.11054359722728935,-0.028508331660309194,-0.06308342340571882
Tue,2020-09-08,13713.0,8606.0,14150.0,13596.0,12964.0,12717.0,8406.0,12904.0,12749.0,12212.0,-0.07263180923211554,-0.023239600278875172,-0.08805653710247352,-0.062297734627831725,-0.058006788028386325
Wed,2020-09-09,14231.8,8910.0,15022.4,14335.8,13670.0,13063.0,8525.0,13143.0,13181.0,12498.0,-0.08212594331005207,-0.043209876543209846,-0.12510650761529452,-0.08055357915149486,-0.08573518653986834
Thu,2020-09-10,14778.4,9149.0,15355.8,14694.2,14033.6,13331.0,8785.0,13357.0,13559.0,12760.0,-0.09794023710279864,-0.03978576893649577,-0.13016580054441962,-0.07725497134923986,-0.09075361988370767
Fri,2020-09-11,15674.4,9705.6,15866.8,15602.6,14736.6,14086.0,9291.0,13953.0,14144.0,13367.0,-0.10133721226968817,-0.04271760633036603,-0.12061663347366824,-0.09348441926345608,-0.0929386697067166
Sat,2020-09-12,12223.6,7712.6,13011.8,12596.2,11889.4,10987.0,7708.0,11190.0,11454.0,10735.0,-0.10116495958637395,-0.0005964266265592322,-0.14001137429102806,-0.09067814102665883,-0.09709489124766602
Sun,2020-09-13,11170.6,7132.8,11357.0,10550.2,10425.2,9915.0,6807.0,8201.0,9637.0,8606.0,-0.11240219862854284,-0.04567631224764468,-0.27789028792815007,-0.08655760080377628,-0.17450024939569508
Mon,2020-09-14,13513.0,8342.8,14238.0,13372.8,12916.2,12563.0,8382.0,12635.0,12682.0,12038.0,-0.07030267150151703,0.004698662319605029,-0.11258603736479844,-0.05165709499880344,-0.06799213390935421
Tue,2020-09-15,13742.2,8575.8,14532.8,13995.6,13275.2,12819.0,8545.0,13176.0,13369.0,12515.0,-0.06717992752252189,-0.003591501667482788,-0.09336122426511062,-0.044771213810054666,-0.05726467397854651
Wed,2020-09-16,14218.4,8964.4,15049.6,14438.4,13739.6,12910.0,8491.0,13320.0,13468.0,12616.0,-0.09202160580656049,-0.05280888849225818,-0.11492664256857332,-0.06720966312056731,-0.08177821770648352
Thu,2020-09-17,14860.4,9269.6,15350.0,14747.0,14110.0,13314.0,8805.0,13650.0,13708.0,12935.0,-0.10406180183575142,-0.05012082506257021,-0.11074918566775249,-0.07045500779819625,-0.08327427356484762
Fri,2020-09-18,15711.0,9777.0,15863.8,15609.0,14770.8,14442.0,9514.0,14435.0,14609.0,13787.0,-0.08077143402711473,-0.02689986703487779,-0.09006669272179424,-0.06406560317765386,-0.06660438161778637
Sat,2020-09-19,11898.4,7793.8,12701.0,12609.2,11726.0,11526.0,8070.0,12011.0,12359.0,11471.0,-0.031298325825320994,0.03543842541507347,-0.054326430989685814,-0.019842654569679374,-0.021746546136790057
Sun,2020-09-20,11181.6,7251.8,11048.8,10626.6,10352.4,10653.0,7312.0,10004.0,10107.0,9756.0,-0.04727409315303721,0.008301387241788305,-0.09456230540873212,-0.04889616622438031,-0.05760982960472927
Mon,2020-09-21,13878.8,8592.0,14600.0,13729.0,13271.8,12702.0,8424.0,12927.0,12941.0,12260.0,-0.08479119232210275,-0.019553072625698276,-0.11458904109589041,-0.0573967514021414,-0.07623683298422212
Tue,2020-09-22,14019.0,8698.8,14937.6,14312.4,13595.4,12860.0,8615.0,13180.0,13310.0,12516.0,-0.08267351451601401,-0.009633512668413946,-0.11766281062553563,-0.07003717056538383,-0.07939450108124801
Wed,2020-09-23,14270.2,8936.2,15081.8,14575.8,13803.4,13149.0,8626.0,13347.0,12494.0,12463.0,-0.07856932628834923,-0.03471274143371916,-0.11502605789759834,-0.14282577971706523,-0.09710650999029224
Thu,2020-09-24,14870.0,9255.4,15299.4,14853.0,14133.4,13018.0,8346.0,13519.0,13195.0,12649.0,-0.12454606590450568,-0.09825615316463898,-0.11637057662391992,-0.11162728068403693,-0.10502780647261101
Fri,2020-09-25,15734.8,9862.0,15952.0,15658.8,14856.4,14198.0,9517.0,14493.0,14437.0,13744.0,-0.09766886137732922,-0.034982762117217625,-0.09146188565697089,-0.07802641326282977,-0.07487682076411506
Sat,2020-09-26,12261.0,8087.6,12808.4,12602.4,11905.2,11285.0,7828.0,11928.0,12190.0,11321.0,-0.07960199004975121,-0.032098521192937435,-0.0687361419068736,-0.03272392560147275,-0.04907099418741401
Sun,2020-09-27,11220.2,7452.6,11167.8,10490.0,10420.4,10508.0,7283.0,10037.0,10156.0,9746.0,-0.06347480437068864,-0.022757158575530734,-0.10125539497483826,-0.031839847473784544,-0.06471920463705805
Mon,2020-09-28,13889.6,8712.2,14415.2,13688.8,13231.4,12891.0,8388.0,12692.0,12412.0,12060.0,-0.0718955189494298,-0.03721218521154257,-0.11954048504356518,-0.09327333294372031,-0.08853182580830443
Tue,2020-09-29,14133.8,8834.4,14964.2,14441.0,13711.2,12653.0,8499.0,13445.0,13388.0,12648.0,-0.10477012551472353,-0.037965226840532385,-0.10152229988906858,-0.07291738799252134,-0.07754244705058644
Wed,2020-09-30,14384.2,9010.4,14996.0,14542.4,13819.8,13473.0,8818.0,13691.0,13660.0,12986.0,-0.06334728382530841,-0.021353103080884228,-0.08702320618831694,-0.060677742325888406,-0.060333724077048845
Thu,2020-10-01,14951.6,9260.6,15218.4,14884.0,14151.4,14176.0,9098.0,14039.0,13930.0,13356.0,-0.051874046924743844,-0.017558257564304736,-0.07749829154181775,-0.06409567320612741,-0.05620645307178085
Fri,2020-10-02,15975.4,10116.4,16194.0,15577.0,15052.4,14907.0,9784.0,14830.0,14656.0,14119.0,-0.0668778246554077,-0.032857538254715046,-0.08422872668889714,-0.05912563394748671,-0.06201004490978179
Sat,2020-10-03,12712.2,8388.8,13263.4,12638.4,12257.4,11961.0,8073.0,12156.0,12235.0,11597.0,-0.059092839949025366,-0.037645432004577484,-0.08349292036732658,-0.03191859729079627,-0.053877657578279226
Sun,2020-10-04,11532.4,7737.2,11355.6,10330.6,10578.6,10776.0,7394.0,9969.0,10138.0,9779.0,-0.0655891228191876,-0.044357131778938075,-0.12210715417943574,-0.018643641221226304,-0.07558656154878718
Mon,2020-10-05,13894.8,8775.8,14216.6,13511.0,13133.2,13161.0,8500.0,12959.0,12956.0,12385.0,-0.05281112358580187,-0.03142733426012434,-0.08845996933162648,-0.041077640441122054,-0.056970121524076434
Tue,2020-10-06,14117.6,8994.2,15076.8,14325.4,13775.4,13261.0,8524.0,13178.0,13476.0,12617.0,-0.06067603558678536,-0.052278134797981046,-0.12594184442321976,-0.05929328325910621,-0.08409193199471521
Wed,2020-10-07,14475.4,9238.0,15151.8,14536.2,13948.0,13756.0,8786.0,13293.0,13437.0,12784.0,-0.04969810851513601,-0.04892833946741715,-0.12267849364431949,-0.07561811202377522,-0.08345282477774596
Thu,2020-10-08,15227.8,9586.2,15560.6,14906.2,14415.0,14432.0,9145.0,13870.0,14022.0,13355.0,-0.05225968294829186,-0.04602449354280114,-0.1086461961621017,-0.05931759938817405,-0.07353451266042321
Fri,2020-10-09,16153.8,10308.4,16207.0,15085.8,15012.2,15201.0,9489.0,14286.0,14427.0,13811.0,-0.058983025665787614,-0.07948857242637064,-0.1185290306657617,-0.043670206419281654,-0.08001492119742615
Sat,2020-10-10,12748.0,8431.8,13578.0,12594.0,12396.6,11053.0,7320.0,10897.0,9978.0,10234.0,-0.13296203326011924,-0.13185796627054713,-0.19745176020032407,-0.20771796093377803,-0.17445105916138304
Sun,2020-10-11,11912.6,7806.8,11750.2,10483.8,10869.8,10667.0,6987.0,9673.0,9729.0,9468.0,-0.1045615566710878,-0.10501101603730079,-0.17677996970264342,-0.07199679505522805,-0.12896281440320878
Mon,2020-10-12,14356.0,9061.8,14745.8,13563.6,13505.4,12972.0,8473.0,13041.0,12692.0,12329.0,-0.09640568403454997,-0.06497605332273937,-0.11561258120956475,-0.06426022589872893,-0.08710589838138816
Tue,2020-10-13,14455.6,9002.0,15246.4,14051.0,13899.0,13116.0,8635.0,13647.0,13222.0,12804.0,-0.09266996873184097,-0.0407687180626527,-0.10490345261832301,-0.058999359476193836,-0.07878264623354203
Wed,2020-10-14,14578.4,9321.4,15493.6,14343.0,14093.2,14064.0,8795.0,13729.0,13561.0,13079.0,-0.03528507929539593,-0.05647220374621831,-0.11389218774203547,-0.05452136930907059,-0.07196378395254455
Thu,2020-10-15,15319.2,9745.4,15852.4,14798.8,14551.0,14569.0,9118.0,14022.0,13731.0,13386.0,-0.04897122565147005,-0.06437909167402056,-0.11546516615780578,-0.07215449901343352,-0.08006322589512749
Fri,2020-10-16,16055.8,10066.6,16432.8,15144.4,15056.4,14458.0,9750.0,14946.0,14661.0,14117.0,-0.09951543990333711,-0.03145053940754583,-0.09047758142252083,-0.031919389345236526,-0.062392072474163784
Sat,2020-10-17,12384.6,7981.4,13556.6,12278.0,12171.6,12057.0,8287.0,12466.0,12367.0,11823.0,-0.0264522067729277,0.03828902197609452,-0.08044789991590817,0.007248737579410358,-0.028640441683919993
Sun,2020-10-18,11956.3333333333,7808.66666666667,12110.0,10587.3333333333,11058.0,11212.0,7673.0,10360.0,10228.0,10109.0,-0.062254314310404624,-0.017373858106377926,-0.1445086705202312,-0.033939928216104254,-0.0858202206547296
Mon,2020-10-19,14123.3333333333,8939.66666666667,14587.0,13632.0,13390.3333333333,13035.0,8542.0,13017.0,12809.0,12375.0,-0.07705924002831965,-0.04448338864238077,-0.10763008157948861,-0.060372652582159625,-0.07582584451469732
Tue,2020-10-20,14415.2,8859.2,15355.4,14158.2,14033.0,12849.0,8456.0,13335.0,13318.0,12611.0,-0.1086492036184028,-0.045512010113780144,-0.13157586256300713,-0.05934370188300775,-0.10133257322026656
Wed,2020-10-21,14394.2,9077.8,15317.4,14359.4,13939.0,13142.0,8808.0,13605.0,13539.0,12888.0,-0.08699337233052207,-0.02972085747648101,-0.11179442986407617,-0.057133306405560136,-0.07539995695530521
Thu,2020-10-22,14944.2,9554.6,15663.6,14875.2,14381.4,14015.0,9101.0,13481.0,13647.0,13037.0,-0.06217796871026893,-0.04747451489334986,-0.13934216910544195,-0.08256695708293005,-0.09348185851168866
Fri,2020-10-23,15736.2,9631.0,16085.8,14902.2,14724.0,14664.0,9220.0,14335.0,14201.0,13697.0,-0.06813589049452862,-0.04267469629321985,-0.10884133832324161,-0.047053455194535077,-0.0697500679163271
Sat,2020-10-24,12337.6,7818.0,12785.6,11557.4,11642.8,11327.0,7472.0,11758.0,11878.0,11166.0,-0.08191220334586957,-0.04425684318239964,-0.08037166812664254,0.027739803069894542,-0.04095234823238392
Sun,2020-10-25,11637.4,7692.4,11949.0,10447.6,10879.8,10917.0,7260.0,10144.0,9755.0,9812.0,-0.06190386168731843,-0.05621132546409435,-0.15105866599715456,-0.0662927370879437,-0.09814518649239867
Mon,2020-10-26,14161.8,8984.0,14903.8,13913.6,13600.8,12912.0,8308.0,12905.0,12738.0,12277.0,-0.0882514934542219,-0.07524487978628669,-0.13411344757712795,-0.08449287028518859,-0.09733250985236153
Tue,2020-10-27,14233.6,8908.6,15237.2,14540.4,13936.6,13145.0,8518.0,13364.0,13378.0,12710.0,-0.07648100269784175,-0.043845273106885574,-0.12293597248838373,-0.07994278011609035,-0.0880128582294104
Wed,2020-10-28,14229.0,8972.2,15198.0,14448.2,13855.8,12446.0,8123.0,12493.0,11966.0,11806.0,-0.12530747065851433,-0.09464791244065007,-0.17798394525595473,-0.17179994739829185,-0.14793804760461315
Thu,2020-10-29,14520.2,9277.8,15270.2,14532.4,14012.0,13259.0,8461.0,13470.0,13186.0,12724.0,-0.08685830773680803,-0.08803811248356286,-0.1178897460413093,-0.09264815171616525,-0.09192121039109336
Fri,2020-10-30,15548.6666666667,9813.33333333333,16094.3333333333,15256.3333333333,14800.0,14624.0,9552.0,14601.0,14717.0,13975.0,-0.05946919349998059,-0.026630434782608403,-0.09278628088561003,-0.03535143874674784,-0.0557432432432432
Sat,2020-10-31,12250.6,8089.6,12864.8,12048.2,11807.8,10855.0,7472.0,11396.0,12056.0,10949.0,-0.11392095081057252,-0.07634493670886078,-0.11417200422859275,0.0006473996115601288,-0.0727315842070495
Sun,2020-11-01,11319.4,7642.4,11611.0,10396.4,10649.2,10186.0,7089.0,9958.0,10020.0,9635.0,-0.10012898210152477,-0.0724118078090652,-0.14236499870812158,-0.03620484013697045,-0.09523720091650079
Mon,2020-11-02,14030.0,8831.2,14683.0,13706.4,13399.0,12590.0,8152.0,12822.0,12722.0,12099.6317928871,-0.1026372059871703,-0.0769091403206813,-0.1267452155554042,-0.07182046343314075,-0.09697501359152927
Tue,2020-11-03,14060.8,8864.8,15050.4,14635.4,13779.0,12810.0,8193.0,13019.0,12974.0,12335.0,-0.08895653163404638,-0.07578287158198715,-0.1349731568596183,-0.1135192751820927,-0.10479715509108067
Wed,2020-11-04,14250.0,9057.8,15325.0,14643.0,13971.2,12837.0,8233.0,12989.0,13276.0,12410.0,-0.09915789473684211,-0.09105963920598814,-0.15243066884176182,-0.09335518677866561,-0.11174415941365101
Thu,2020-11-05,14729.6666666667,9379.33333333333,15499.3333333333,14510.0,14158.6666666667,13579.0,8742.0,13555.0,13587.0,12938.0,-0.07811898888863955,-0.06795081384604418,-0.12544625575293367,-0.0636113025499655,-0.0862133910914421
Fri,2020-11-06,15426.0,9953.0,16071.0,15565.4,14857.4,14321.0,9202.0,14324.0,14111.0,13599.0,-0.07163230908855178,-0.07545463679292674,-0.1087051210254496,-0.09343800994513474,-0.08469853406383354
Sat,2020-11-07,11866.8,7880.4,12930.2,12395.6,11811.6,11296.0,7561.0,11616.0,11839.0,11083.0,-0.04810058313951526,-0.04053093751586212,-0.101638025707259,-0.04490303010745755,-0.06168512309932617
Sun,2020-11-08,11162.8,7405.4,11637.0,10392.6,10588.4,10558.0,7087.0,9919.0,9751.0,9611.0,-0.05417995485003757,-0.042995651821643666,-0.14763255134484832,-0.06173623539826423,-0.09230856408900301
Mon,2020-11-09,14335.4,8912.2,14489.8,12947.0,13208.2,12534.0,8056.0,12775.0,12559.0,12066.0,-0.12566095121168575,-0.09607055496959227,-0.11834531877596655,-0.029968332432223632,-0.0864765827289109
Tue,2020-11-10,13967.0,8819.0,15064.0,14640.5,13759.5,12899.0,8296.0,13001.0,13107.0,12387.0,-0.07646595546645663,-0.05930377593831504,-0.1369490175252257,-0.10474369044773058,-0.0997492641447727
Wed,2020-11-11,14177.5,9007.5,15294.0,14688.0,13946.0,12446.0,7955.0,13064.0,13185.0,12317.0,-0.12213013577852228,-0.11684707188454069,-0.14580881391395317,-0.10232843137254899,-0.11680768679191167
Thu,2020-11-12,14483.0,9186.0,15312.5,14273.5,13948.5,13699.0,8774.0,13751.0,13402.0,12999.0,-0.05413243112614785,-0.044850860004354454,-0.10197551020408169,-0.06105720390934244,-0.06807183568125608
Fri,2020-11-13,15380.5,9785.0,15811.0,15402.5,14674.0,14224.0,9256.0,14269.0,14186.0,13571.0,-0.07519261402425148,-0.05406234031681145,-0.09752703813800523,-0.07898068495374122,-0.07516696197355865
Sat,2020-11-14,11675.5,7776.5,12924.0,12561.0,11797.5,11244.0,7646.0,11465.0,11793.0,10996.0,-0.03695773200291208,-0.01678132836108792,-0.11289074589910242,-0.06114162885120611,-0.067938122483577
Sun,2020-11-15,11140.0,7330.0,11690.5,10478.0,10615.5,10109.0,6911.0,9539.0,9683.0,9311.0,-0.09254937163375221,-0.057162346521145935,-0.18403832171421242,-0.07587325825539226,-0.12288634543827426
Mon,2020-11-16,14448.0,9052.5,14641.0,13187.5,13375.5,12379.0,8102.0,12731.0,12512.0,12005.0,-0.14320321151716497,-0.1049986191659763,-0.1304555699747285,-0.051222748815165864,-0.10246345930993239
Tue,2020-11-17,13944.25,8846.5,15222.25,14653.75,13835.25,12665.0,8294.0,13036.7678684377,13091.0,12349.9313167949,-0.09174032307223412,-0.06245407788390889,-0.14357155686986478,-0.10664505672609403,-0.10735756008782638
Wed,2020-11-18,14178.25,8997.25,15307.0,14731.0,13959.0,13129.0,8409.0,13273.0,13422.0,12616.0,-0.07400419656868795,-0.06538108866598125,-0.13288038152479253,-0.08886022673274052,-0.09621033025288339
Thu,2020-11-19,14610.0,9244.0,15511.25,14426.25,14099.75,13431.0,8702.0,13610.0,13074.0,12797.0,-0.08069815195071872,-0.05863262656858503,-0.12257232653719075,-0.09373537821679234,-0.0923952552350219
Fri,2020-11-20,15410.75,9683.0,15600.0,15241.25,14535.0,14399.0,9430.0,14420.0,14637.0,13803.0,-0.06565222328569342,-0.026128266033254133,-0.0756410256410256,-0.039645698351513214,-0.050361197110423084
Sat,2020-11-21,11537.0,7811.0,12972.0,12870.0,11871.0,12315.0,8289.0,12115.0,12439.0,11720.0,0.06743520845973827,0.061195749583920156,-0.0660653715695344,-0.03348873348873349,-0.01272007413023335
Sun,2020-11-22,11159.0,7368.0,11730.0,10682.0,10692.0,10468.0,7276.0,9370.0,9365.0,9269.0,-0.06192311138990947,-0.012486427795874055,-0.20119352088661546,-0.12329151844223929,-0.13309016086793868
Mon,2020-11-23,14442.0,9270.0,15080.0,14268.0,13854.0,12997.0,8696.0,13076.0,13062.0,12484.0,-0.10005539398975216,-0.06192017259978422,-0.13289124668435015,-0.08452481076534901,-0.09888840768009244
Tue,2020-11-24,15888.0,10147.0,15541.0,14154.0,14406.0,13934.0,9169.0,13808.0,13762.0,13203.0,-0.1229859013091642,-0.09638316743865183,-0.1115114857473779,-0.027695351137487667,-0.08350687213660979
Wed,2020-11-25,15670.0,10231.0,15967.0,15592.0,14900.0,14056.0,9095.0,13569.0,13793.0,13101.0,-0.10299936183790681,-0.11103508943407292,-0.15018475605937243,-0.11537968188814773,-0.12073825503355706
Thu,2020-11-26,9612.0,6586.0,10177.0,10425.0,9562.0,7700.0,5523.0,7748.0,8815.0,7686.0,-0.1989180191427382,-0.16140297600971754,-0.2386754446300482,-0.15443645083932855,-0.1961932650073206
Fri,2020-11-27,12432.0,8219.0,12121.0,12411.0,11612.0,10704.0,7324.0,10536.0,11085.0,10262.0,-0.13899613899613905,-0.10889402603723086,-0.13076478838379668,-0.10684070582547744,-0.1162590423699621
Sat,2020-11-28,12958.0,8417.0,11900.0,11477.0,11418.0,11485.0,7834.0,10959.0,11449.0,10738.0,-0.11367494983793791,-0.0692645835808483,-0.07907563025210085,-0.0024396619325607327,-0.05955508845682256
Sun,2020-11-29,12610.0,8531.0,12544.0,11618.0,11667.0,11367.0,7505.0,9808.0,9364.0,9656.0,-0.09857256145915938,-0.12026726057906456,-0.21811224489795922,-0.19400929592012395,-0.17236650381417673
Mon,2020-11-30,13963.0,9184.0,15041.0,14427.0,13746.0,11850.5962192014,8078.0,12217.0,12563.0,11690.5024277184,-0.15128581112931327,-0.12042682926829273,-0.18775347383817564,-0.12920219033756153,-0.1495342333974683
Tue,2020-12-01,14006.0,9033.0,15513.0,14913.0,14063.0,12074.0,8224.0,12936.0,13160.0,12235.0,-0.13794088247893754,-0.08956050038746821,-0.16611873912202668,-0.11754844766311268,-0.12998648936926682
Wed,2020-12-02,14124.0,9025.0,15368.0,14792.0,13996.0,12548.0,8244.0,13022.0,13185.0,12357.0,-0.11158312092891531,-0.0865373961218836,-0.15265486725663713,-0.10863980530016226,-0.11710488711060307
Thu,2020-12-03,14594.0,9238.0,15567.0,15029.5653120464,14204.2258345428,13000.0,8600.0,13118.0,12722.0,12368.399758,-0.1092229683431547,-0.06906256765533669,-0.1573199717350806,-0.15353506665937,-0.12924506396387436
Fri,2020-12-04,15535.0,9666.0,16139.0,15770.0,14904.0,12870.0,8477.6577181208,13389.0,13933.0,12771.4266682685,-0.17154811715481166,-0.12294043884535488,-0.17039469607782387,-0.11648700063411543,-0.14308731426003096
Sat,2020-12-05,12136.0,7504.0,13400.0,12962.0,12123.0,11020.0,7270.0,11353.0,11648.0,10836.0,-0.09195781147000659,-0.031183368869936,-0.15276119402985078,-0.10137324486961885,-0.10616184112843352
Sun,2020-12-06,10758.0,6885.0,11147.0,10369.0,10211.0,9634.0,6496.0,9180.0,9331.0,8933.0,-0.10448038668897563,-0.056499636891793714,-0.17646003408988964,-0.1001060854470055,-0.12515914210165513
Mon,2020-12-07,13558.0,8503.0,14612.0,13842.0,13273.0,12138.0,7917.0,12523.0,12457.0,11840.0,-0.10473521168313915,-0.06891685287545568,-0.14296468655899264,-0.10005779511631263,-0.1079635349958562
Tue,2020-12-08,13736.0,8693.5,15010.5,14437.5,13634.5,12397.0,8133.0,12994.0,13056.0,12267.0,-0.09748107163657538,-0.06447345718065223,-0.13433929582625492,-0.09568831168831171,-0.100297040595548
Wed,2020-12-09,13914.0,8884.0,15409.0,15033.0,13996.0,12540.0,8155.0,13304.0,13202.8196876751,12459.7833707624,-0.09874946097455795,-0.08205763169743363,-0.13660847556622757,-0.12174418361770101,-0.10976111955112888
Thu,2020-12-10,15108.0,9468.0,15858.0,15599.0,14615.0,13161.0,8400.0,13600.0,13531.0,12828.0,-0.12887212073073873,-0.11280101394169839,-0.14238869970992563,-0.13257260080774413,-0.12227163872733493
Fri,2020-12-11,15025.0,9494.0,16088.0,16221.0,14867.0,13847.0,8904.0,14261.0,13789.0,13380.0,-0.07840266222961734,-0.062144512323572765,-0.11356290402784686,-0.14992910424758032,-0.10002017891975512
Sat,2020-12-12,12438.0,8107.0,13825.0,13493.0,12582.0,10643.0,6904.0,11418.0,11858.0,10800.0,-0.14431580639974273,-0.14839028000493404,-0.17410488245931288,-0.12117394204402288,-0.14163090128755362
Sun,2020-12-13,10707.0,7149.0,11794.0,10896.0,10645.0,9865.0,6611.0,9421.0,8886.0,9000.0,-0.07864014196320168,-0.07525528045880547,-0.20120400203493305,-0.18447136563876654,-0.1545326444340066
Mon,2020-12-14,13370.0,8646.0,13780.0,12945.0,12670.0,11880.3740600496,7963.0,12687.6830249397,12529.0,11865.2943599756,-0.11141555272628267,-0.07899606754568589,-0.07926828556315668,-0.03213595983005024,-0.0635126787706709
Tue,2020-12-15,13975.0,8992.0,15328.0,14703.0,13904.0,12804.0,8270.0,13274.0,13042.0,12486.0,-0.08379248658318428,-0.08029359430604988,-0.13400313152400833,-0.11297014214786094,-0.1019850402761795
Wed,2020-12-16,14297.0,9247.0,15650.0,14544.0,14101.0,12163.0,8063.0,12884.0,13407.0,12252.0,-0.14926208295446597,-0.12804152698172377,-0.17674121405750798,-0.07817656765676573,-0.131125452095596
Thu,2020-12-17,15011.0,9572.0,15995.0,15446.0,14646.0,13237.0,8693.0,13789.0,13679.0,13008.0,-0.11818000133235629,-0.09183033848725453,-0.13791809940606437,-0.11439854978635244,-0.11183941007783693
Fri,2020-12-18,16340.0,10479.0,16858.0,16575.0,15655.0,14466.0,9389.0,14561.0,14604.0,13861.42381,-0.11468788249694006,-0.10401755892737852,-0.13625578360422352,-0.11891402714932131,-0.11456890386457996
Sat,2020-12-19,14319.0,9395.0,14382.0,14212.0,13517.0,12323.0,8301.0,12079.0,11046.0,11390.0,-0.13939520916265102,-0.11644491750931352,-0.16013071895424835,-0.2227694905713482,-0.15735740179033808
