date,hour,base_region_1,base_region_2,base_region_3,base_region_4,base_state,now_region_1,now_region_2,now_region_3,now_region_4,now_state,datetime
2024-03-04,4,94.2992342768648,63.6530825496343,191.140038298227,136.101687144691,139.010341356273,132,65,104,117,106,2024-03-04 3:00
2024-03-04,5,89.2833175600103,61.6639237199582,185.072100574473,125.011920044012,142.032305298801,190,117,206,191,189,2024-03-04 4:00
2024-03-04,6,114.362901144283,84.539250261233,226.536341686787,158.281221346048,188.369085750892,333,209,510,380,416,2024-03-04 5:00
2024-03-04,7,186.592101866988,136.257379832811,309.464823911415,237.92591234183,263.918184314084,618,384,854,721,727,2024-03-04 6:00
2024-03-04,8,270.859502710144,178.029715256008,376.2121388727,306.480836236934,341.481925505628,987,587,963,981,921,2024-03-04 7:00
2024-03-04,9,386.225587197797,259.585227272727,471.276496544834,393.18265175133,449.265306122449,936,550,871,858,838,2024-03-04 8:00
2024-03-04,10,559.776305600964,355.064851097179,586.567313296145,512.145607922245,570.143863823556,799,485,791,708,738,2024-03-04 9:00
2024-03-04,11,716.272907166824,454.522792580982,691.744900507868,603.888226664222,657.780818156859,772,463,788,663,720,2024-03-04 10:00
2024-03-04,12,793.518024606384,507.235501567398,745.345017067688,635.141206675225,718.220097007413,799,486,775,679,724,2024-03-04 11:00
2024-03-04,13,901.861825690441,573.872322361546,783.775289318125,706.720612506877,751.461700375217,826,510,794,717,748,2024-03-04 12:00
2024-03-04,14,904.871375720554,574.866901776385,801.979102489385,767.210251237851,770.600805344559,846,513,820,734,769,2024-03-04 13:00
2024-03-04,15,905.874559063925,559.948210553814,831.307468154192,792.414267375756,783.695982428846,899,527,921,823,848,2024-03-04 14:00
2024-03-04,16,864.744041985718,575.861481191223,813.103654982932,765.193929946818,765.56419877368,948,598,993,943,924,2024-03-04 15:00
2024-03-04,17,855.71539189538,558.953631138976,783.775289318125,744.022556390977,738.366523290931,984,611,1019,976,951,2024-03-04 16:00
2024-03-04,18,847.689925148413,515.192136886102,741.299725251852,695.630845406198,688.000457582136,963,592,961,930,907,2024-03-04 17:00
2024-03-04,19,754.393874214919,485.354754440961,695.790192323703,643.206491839354,616.480644275647,793,457,773,741,729,2024-03-04 18:00
2024-03-04,20,611.941839456251,399.82092476489,599.714511697611,559.529158261507,519.777798114762,595,356,562,520,533,2024-03-04 19:00
2024-03-04,21,486.543921534888,315.281674503657,499.593539255682,481.900788556758,438.184771666514,472,273,422,424,412,2024-03-04 20:00
2024-03-04,22,388.231953884539,289.422609717868,435.880193156273,439.558041445076,375.730850187609,362,216,346,341,331,2024-03-04 21:00
2024-03-04,23,305.970919728125,221.791209508882,360.030971609358,346.807262057583,296.152466367713,279,174,262,278,256,2024-03-04 22:00
2024-03-04,24,217.690785511486,155.154388714734,289.238364832237,242.966715569411,222.618010432873,231,125,187,206,190,2024-03-04 23:00
2024-03-05,1,146.464768132152,114.376632706374,223.0,160.0,160.0,185,82,125,148,134,2024-03-05 0:00
2024-03-05,2,101.0,73.0,190.0,110.0,131.0,153,66,101,122,109,2024-03-05 1:00
2024-03-05,3,90.0,63.0,170.0,90.0,121.0,145,70,94,112,103,2024-03-05 2:00
2024-03-05,4,100.0,70.0,189.0,103.0,147.0,166,79,120,141,127,2024-03-05 3:00
2024-03-05,5,142.0,113.0,272.0,166.0,240.0,214,119,212,219,201,2024-03-05 4:00
2024-03-05,6,289.0,213.0,531.0,354.0,477.0,341,221,521,415,432,2024-03-05 5:00
2024-03-05,7,607.0,385.0,913.0,716.0,821.0,626,408,811,756,717,2024-03-05 6:00
2024-03-05,8,984.0,596.0,1006.0,1016.0,898.0,966,583,914,997,895,2024-03-05 7:00
2024-03-05,9,870.0,541.0,921.0,881.0,804.0,911,511,829,893,814,2024-03-05 8:00
2024-03-05,10,797.0,456.0,813.0,720.0,727.0,816,400,777,710,723,2024-03-05 9:00
2024-03-05,11,791.0,484.0,772.0,690.0,714.0,790,397,750,584,681,2024-03-05 10:00
2024-03-05,12,822.0,508.0,787.0,717.0,738.0,804,432,763,658,709,2024-03-05 11:00
2024-03-05,13,860.0,529.0,794.0,755.0,753.0,847,449,771,706,730,2024-03-05 12:00
2024-03-05,14,874.0,528.0,834.0,766.0,761.0,835,447,791,728,742,2024-03-05 13:00
2024-03-05,15,810.0,545.0,904.0,836.0,842.0,865,488,882,831,818,2024-03-05 14:00
2024-03-05,16,962.0,585.0,1010.0,972.0,942.0,978,526,956,972,906,2024-03-05 15:00
2024-03-05,17,1053.0,635.0,1037.0,1047.0,971.0,1026,555,963,990,926,2024-03-05 16:00
2024-03-05,18,1041.0,647.0,1007.0,1030.0,881.0,982,578,936,945,899,2024-03-05 17:00
2024-03-05,19,789.0,502.0,832.0,766.0,689.0,804,439,765,736,724,2024-03-05 18:00
2024-03-05,20,593.0,379.0,626.0,595.0,533.0,609,335,559,551,537,2024-03-05 19:00
2024-03-05,21,476.0,309.0,496.0,495.0,429.0,483,266,434,445,423,2024-03-05 20:00
2024-03-05,22,368.0,254.0,421.0,427.0,357.0,365,235,369,357,349,2024-03-05 21:00
2024-03-05,23,284.0,198.0,350.0,339.0,286.0,307,181,321,289,295,2024-03-05 22:00
2024-03-05,24,218.0,143.0,281.0,248.0,219.0,239,132,195,207,197,2024-03-05 23:00
